,0
0,-0.435733960862
1,-0.266642281129
2,0.0354067599338
3,-0.642298397696
4,0.70677003056
5,-0.0161037486598
6,-0.208553565396
7,-0.486226899607
8,-0.0410784935575
9,-0.57248802653
10,0.119280791207
11,-0.823396833974
12,-0.476091346213
13,-0.0253173811865
14,-0.47758162247
15,0.0163796610732
16,-0.376561396333
17,-0.0863042115534
18,-0.00950009596626
19,-0.270068254287
20,-0.10005041489
21,-0.467154707231
22,-0.452905226604
23,-0.214049512278
24,0.00412134404134
25,-0.270088504526
26,-0.668530852799
27,0.636654187612
28,0.672472949409
29,-0.184628025509
30,-0.292955962799
31,0.448294042427
32,-0.235393573713
33,0.627649985501
34,-0.213480126958
35,-0.48421925645
36,-0.152029306427
37,-0.0479527460497
38,0.0811411869137
39,-0.364923086079
40,-0.216746461429
41,-0.0170213476454
42,-0.0457263202547
43,-0.479701527954
44,-0.125508491584
45,-0.0241382083199
46,-1.03437113708
47,-0.336849162418
48,-0.0188185840666
49,-0.0197033466776
50,0.00385389997416
51,-0.293697196107
52,-0.302521710923
53,-0.239816462006
54,-0.0119805326264
55,0.129069794612
56,-0.0138068608589
57,0.240784388048
58,-1.0305979545
59,-0.027994068321
60,-0.0908177799656
61,-0.0205950955086
62,-0.0622779661235
63,-1.22408261992
64,-0.497384745198
65,-0.0917958745225
66,-0.959873276709
67,-0.3493377824
68,-0.781973845929
69,0.0123796829941
70,-0.0233182501062
71,-0.279941968353
72,0.0800992018166
73,0.000573350370339
74,-0.640508439686
75,-0.156991099133
76,-0.726949980935
77,-0.702098552529
78,-0.238815889204
79,-0.790645455014
80,0.956554113898
81,-0.711400582271
82,-0.805143491405
83,0.0713222048988
84,-0.0476344833107
85,-0.00857110387973
86,-0.0527484620689
87,-0.865576853755
88,-0.0562639919528
89,-0.433604467314
90,0.28953548874
91,-0.167894974943
92,-0.015287979421
93,-0.845814472739
94,-0.454436922251
95,-0.0184890827968
96,-0.372543101062
97,-0.020785760654
98,-0.0105099996916
99,-0.0288275400117
100,-0.203943909817
101,0.275754811704
102,-0.837347633201
103,0.00424842420871
104,0.0848647487687
105,0.432919634192
106,-0.199744402695
107,-0.268570884289
108,-0.446871778063
109,-0.307043609275
110,0.815686180428
111,-0.522096802538
112,-0.628057266629
113,-0.249107613224
114,-0.0114725879993
115,0.0638679623889
116,-0.00121328673003
117,-0.168578178885
118,0.561117341088
119,-0.381183220424
120,0.19951339811
121,1.00325309245
122,0.277510768483
123,-1.04616199035
124,-0.380142897874
125,0.0352751668214
126,-0.847310650587
127,-0.0133772033355
128,-0.580456433872
129,-0.457461399779
130,-0.0606812282127
131,-0.503327289804
132,-0.0259274684388
133,-0.427852867292
134,-0.0360037202142
135,-0.16269655629
136,0.186591137126
137,-0.465785019988
138,-0.652008560172
139,-0.901432720163
140,-0.293725132532
141,-0.0225900971982
142,0.324816573962
143,0.00675945291333
144,-0.16006895126
145,-0.367164350808
146,0.423038791351
147,-0.563215803149
148,-0.388108956797
149,-0.0456476629773
150,-0.767273438566
151,-0.403182930303
152,0.00234441259471
153,-0.63950815646
154,-0.0242681094817
155,0.117611317138
156,-0.339481651259
157,-0.0112141250035
158,-0.540191318598
159,-0.440245351589
160,-0.266293085125
161,0.0010967021992
162,-0.0634696053301
163,-0.336894769035
164,-0.367253723152
165,0.0744009053216
166,-0.0582772227468
167,-0.245033940175
168,-0.376433867212
169,-0.6713936271
170,-0.0903005350711
171,-0.106260053646
172,-0.205521704739
173,-0.575180155229
174,-0.0040771904879
175,-0.991269042683
176,-0.174160631486
177,-0.017537151883
178,-0.360357020924
179,-0.581318676752
180,-0.794230301512
181,-0.0213234243526
182,0.0117062819232
183,-0.0279088306255
184,-0.160836567642
185,-0.0687967788618
186,-0.361281374567
187,-0.0251082582824
188,0.384540741038
189,-0.120517694687
190,-0.0084662609831
191,-0.353619862969
192,-0.0804947839422
193,-0.8474885546
194,-0.451765923877
195,-0.279712068638
196,-0.393790985084
197,-0.0184719832561
198,-0.0412484767724
199,-0.609472967295
200,-0.316589658282
201,0.011222284737
202,0.060143130345
203,-0.417335356264
204,-0.74820082037
205,0.00105584519238
206,0.302719230281
207,-0.0267526540013
208,-0.247553503581
209,-0.713299286863
210,-0.675707728169
211,-0.00192296698914
212,-0.693304681498
213,-0.751217819255
214,0.0193616547775
215,-0.219814569645
216,-0.0322113313475
217,-0.06071472727
218,-0.45248860215
219,0.143633026206
220,-0.253054659031
221,-0.162036904992
222,-0.664691209066
223,-0.109269514823
224,-0.832318455215
225,0.0733389174889
226,-0.89262477395
227,-0.00312773678642
228,0.673519666461
229,-0.437518493233
230,-0.0368022741184
231,-0.23906107032
232,-0.0110126594634
233,-0.609731031452
234,0.364861849762
235,-0.371280540869
236,-0.179238486981
237,-0.00937767860574
238,-0.0101153229423
239,-0.0151079243568
240,-0.0385341274815
241,-0.629395237735
242,-0.28211863013
243,0.278558583261
244,-0.387916687386
245,-0.0194070750773
246,0.100034287675
247,-0.0733896079218
248,0.175516493655
249,-0.72845198603
250,0.0197083368503
251,-0.644482008771
252,-0.000940201726615
253,-0.76691327365
254,-0.624282305508
255,-0.0178644013654
