,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,-0.00694802843746,-0.0908119266601,-0.0580125133604,-0.131114033592,-0.102583502745,-0.0812382538199,-0.0475335792411,0.0532336805692,-0.061597520362,0.0246016307707,-0.000297191784431,-0.0314561632543,0.0206512705622,-0.0550499387194,-0.00346283956388,-0.0616980589133,-0.0677449132189,-0.00631669875195,-0.0437546647552,-0.0644863096788,-0.00196529536636,-0.0512596421418,-0.0304680561031,-0.0493488148714,-0.0420534068816
1,-0.265406535041,0.200170497979,0.148242302839,-0.0869527030031,-0.54513029617,-0.353625232301,0.251769231214,0.222806042765,-0.128855065432,-0.493938413943,-0.305433103708,0.0789111590926,-0.00124547394198,-0.0801059521643,-0.550240351058,0.0534434185383,0.062388040341,-0.0656118337804,-0.151552431913,-0.371294722711,0.0670028803553,-0.212434551816,-0.262082638644,-0.498279878588,-0.344736019087
2,0.0912547944445,0.000910002417471,0.131797736895,0.14438405818,0.041836789726,-0.40341648472,-0.159629755284,0.051346340589,-0.0787924952952,0.083171991332,-0.198530042897,-0.159418759961,-0.226757060103,-0.202522229655,0.094179566217,0.088043892981,-0.0277615827589,-0.31245989591,-0.591895741286,-0.296225253041,0.183751961545,0.022468038126,0.0108708833791,0.11554281695,-0.0699301450413
3,-0.192116014427,0.0636319083706,-0.257361935142,-0.335474845319,-0.556028951053,-0.374242185575,-0.16124019091,-0.204645518214,0.0788347797985,0.0709205898545,-0.381916550757,0.013790456278,0.116249721423,0.236902900336,0.271820202218,-0.261669883993,0.034139115284,-0.0261581405678,-0.0360585850461,-0.055494554639,-0.417480919856,-0.250305356698,-0.330298083376,-0.222398356235,-0.0858683124328
4,-0.118487238403,-0.140994476627,-0.0822710494366,0.0933385827417,0.0479387151013,-0.0725285596023,-0.00634774711846,-0.0782385473244,-0.316642599874,-0.199182433616,-0.0814238004729,-0.17308963213,-0.0582187137711,-0.226087564058,-0.115756917015,-0.0901596310223,-0.0471630120934,-0.123971698562,-0.0685829264522,-0.230124505245,0.0307043142923,0.000620561813314,0.0117185042033,0.0120267202767,-0.234043402997
5,-0.0636996299165,-0.0865583602934,-0.0123248905218,-0.0248585004656,-0.0450083269753,-0.0380695031839,0.0184349668506,-0.116615544928,-0.0373249631323,-0.0723562361033,0.0314835641542,-0.0607388492585,-0.0180155628709,-0.116320384595,-0.0559899839325,-0.127984981483,-0.0904335078723,0.0549607438564,-0.0936175617646,0.0283342605848,-0.00542653063407,-0.0398542560034,-0.0778870572473,0.0321749424814,-0.0522950650799
6,-0.0559553171589,-0.0046112374526,0.00236201916798,-0.00926054174742,-0.038239898378,-0.0209805695415,0.00965557818045,-0.104844477345,-0.0576898590467,-0.018332579964,-0.0781287530005,-0.0396029924281,-0.0660882264629,-0.0352144908942,0.0032897291129,-0.0928478250104,-0.0149880209529,0.00673735163991,0.0221140880725,-0.0658049456733,0.00363936415164,-0.00490799959002,-0.101431031616,-0.00210835062618,-0.0104647693903
7,0.0283557695462,-0.104429263258,-0.0134045718642,-0.0153022259008,-0.115221653087,-0.136605149263,-0.049071319698,0.0284333002331,-0.0213003789133,0.00257300255682,-0.105914802273,-0.046928503616,-0.0177821009393,-0.06112512449,0.0214191588634,-0.0788891031707,-0.0536107749018,-0.0898937316207,0.0355397669184,-0.0627595866241,-0.0207121279342,0.0302051569888,-0.122147668214,-0.0815912190621,-0.0255527803121
8,-0.317062757203,0.000792126200838,0.137660367958,0.183206197259,-0.107328544206,-0.408043213056,0.0451043097625,-0.0453732678516,0.044418691074,-0.0548247683902,-0.335333179175,-0.0708560993496,0.0697270508223,0.106533498396,0.0511763921147,-0.0973737104073,-0.237263690185,-0.656018813902,-0.17816128608,0.0729958301227,0.159462964045,0.0959571747357,-0.0165046677192,-0.0545501219149,-0.198788463169
9,-0.0198196407305,-0.0660618569337,-0.0331187385554,-0.0894497868094,0.0240060761342,-0.088307457311,0.0686307903121,-0.00481124676163,-0.00621514611981,-0.0705624088019,0.00350831964438,-0.0004586502506,-0.0223296350236,0.0152632941143,-0.032226084606,-0.0770541558087,-0.0396233038078,-0.0797421260856,-0.0714775484593,0.0168831649878,0.0223856400915,-0.0754493954984,-0.0236812366762,-0.0359680531696,-0.0434305177327
10,0.0353958242045,-0.096285860198,0.0481713856723,-0.0311326163565,-0.0956251566873,-0.000451003384141,-0.0623740571282,-0.0964982683478,-0.107236805255,-0.0163216184871,-0.0628985525599,0.0228730545417,-0.0830511087924,-0.0383375209913,0.0166058787964,-0.0429175025,-0.09031298381,0.0110727437146,0.0167566639227,0.00886603083399,0.0320655762162,-0.103860674505,0.0220204694446,-0.0327332054777,-0.099072258969
11,-0.0756077989777,-0.150646390512,-0.204873933169,-0.0850663818145,0.0555470419152,-0.113209490836,0.10058209495,-0.335021529458,-0.0520864284512,-0.105372342553,0.181542761101,0.0276250916431,-0.373498587343,-0.5979006785,-0.160776220617,0.178651300147,0.0325750899464,-0.363550191476,0.0510844103122,0.0301994446294,-0.332984852723,-0.709104166303,-0.148640470917,0.12827225931,0.314696295683
12,-0.112038191734,-0.00429926611762,-0.0629211727453,-0.0890366133773,0.0152723360343,0.00171983535516,-0.104066462181,0.00267248255208,-0.0156278143922,-0.0241209005429,-0.0812452777142,0.0391905311074,-0.0175895756041,-0.0332538450182,-0.0969110555159,-0.103336741182,-0.0315966014296,-0.0390331803678,-0.057001741259,-0.0011827383203,-0.0274237753061,-0.0409672464217,0.034204592158,-0.00602493708273,-0.0124517902027
