,0
278,-0.55028243333
279,-0.310956711867
280,-0.718597752597
281,-0.907554698519
282,-0.562548850348
283,-0.323552437294
284,-0.052887653938
285,-0.805983398238
286,-0.859968609672
287,-0.559205697251
288,-0.21453525454
289,-0.722332427285
290,-0.0150832100315
291,-0.589697665803
292,-0.861199337393
293,-0.623540742865
294,-0.720231118303
295,-0.999685105523
296,-0.680319279901
297,-0.461938521602
298,-0.784072058186
299,-1.21673556397
300,-0.847975303367
301,-0.595798876797
302,-0.666133264826
303,-0.526350689108
304,-0.689979100534
305,-0.704689305946
306,-0.359498799613
307,-0.75505323262
308,-0.806926822634
309,-0.490992452158
310,0.121626898988
311,-0.255751891165
312,-0.0216958936194
313,-0.724834086024
314,-0.177829903096
315,-0.54284004334
316,-0.460664858979
317,-1.01407848618
318,-0.94631741204
319,-0.960458710859
320,-0.101025906663
321,-0.000258978405702
322,-0.816872914554
323,-0.738797704536
324,-0.640261214611
325,-0.807079664232
326,-0.00533469786225
327,-0.208964347872
328,-0.280967999258
329,-0.784908740218
330,-0.974330297693
331,-0.880106053914
332,-0.559323894983
333,-0.586959631431
334,-0.467274872822
335,-0.429956353161
336,-0.577444330855
337,-1.0112965939
338,-0.722773310428
339,-0.982809136205
340,-0.683582170946
341,-0.910820938603
342,-0.492155037609
343,-0.966652516701
344,-0.923380054387
345,-0.772510094415
346,-0.764770729121
347,-0.707370070573
348,-0.282223405761
349,-0.477315826145
350,-0.348877178164
351,-0.523577715392
352,-0.696179011604
353,-0.580789843664
354,-0.712791814982
355,-0.851648752036
356,-0.564196639756
357,-0.739483567924
358,-0.356539931389
359,-0.336541061296
360,-0.763203869978
361,-0.711888840722
362,-0.288098553808
363,-0.616855622987
364,-0.184482623554
365,-0.951657400445
366,-0.73785449905
367,-0.798155441003
368,-0.101731675023
369,0.152818550494
370,-0.471743172765
371,-0.620437474742
372,-0.662686868926
373,-0.121617347053
374,-0.372751996212
375,0.0874574850116
376,-0.741180483439
377,0.0031491027151
378,-0.760098596439
379,-0.760973084632
380,-1.26631030305
381,-0.408874312414
382,-0.737347531886
383,-0.502737590813
384,-0.293995760724
385,-0.48971089809
386,-0.387768040069
387,-1.00404559553
388,-0.570164352805
389,-0.770111559407
390,-0.548302314297
391,-0.0179204627178
392,-0.458805922849
393,-0.0863602898815
394,0.166715658821
395,-1.1083636329
396,-0.781469706741
397,-0.346436070876
398,-0.883899387601
399,-0.856952461727
400,-0.540034918996
401,-0.489417862519
402,-0.406992338964
403,-0.783751913578
404,-0.541895391874
405,-0.937690816243
406,-0.836607656622
407,-0.735007900968
408,-0.285006117438
409,-0.451454102336
410,-0.619883565889
411,-0.932056748281
412,-0.467611064748
413,-0.703973201446
414,-0.653793931937
415,0.473289161434
416,-0.787465498144
417,-0.06222847167
418,0.0575787229969
419,-0.43943671499
420,-0.336861450604
421,-0.0611888904462
422,-1.0574023841
423,-1.39355905398
424,-0.155295274517
425,-0.687468773177
426,-0.410059716416
427,-0.229140342543
428,0.0567822081567
429,-0.306292526166
430,-0.632178876036
431,-1.18821446613
432,-0.190830977823
433,-0.173000182393
434,-0.38549756592
435,-0.381068174157
436,-0.53439891396
437,-0.573862176312
438,-0.624873802044
439,-0.252934021442
440,-0.660583207158
441,-0.771523946684
442,-0.85726418973
443,-0.633116518933
444,-0.594971581104
445,-0.519084067982
446,-0.66234317637
447,-0.492796864875
448,-0.839858765017
449,-0.119005673497
450,-0.553046657378
451,-0.535871524112
452,-1.45121992056
453,-0.876245956421
454,-0.332624659546
455,-0.570856487816
456,-1.61245932213
457,-0.633252578639
458,-0.332393059083
459,-0.488828208761
460,-0.188964621296
461,-0.782178398063
462,-0.568777048481
463,-0.278656235169
464,-0.484714966221
465,-0.627772495243
466,-0.951947338086
467,-0.661628200153
468,-0.756435992575
469,-0.912858522772
470,-0.426508296832
471,-0.146479695992
472,-0.909535588056
473,-0.925134726972
474,-0.114045912263
475,-0.324722286574
476,-0.811833541214
477,0.193674995678
478,-0.787407578337
479,-0.704338706469
480,-1.15023771291
481,-0.517834746556
482,-0.427164213519
483,-1.04303654491
484,-0.602124164457
485,-0.20170007884
486,-0.180206632391
487,-0.504432669821
488,-0.471484930698
489,-0.75988071942
490,-1.14175780827
491,-0.819582628111
492,-0.476701188599
493,-0.631793844875
494,-0.395342399079
495,-0.503852838231
496,0.0749744814198
497,-0.744312466532
498,-0.233659748095
499,-0.337517953905
500,-0.341288519717
501,-0.501549270998
502,-0.305384927344
503,-0.575334209484
504,-0.753772856966
505,-1.24072624977
506,-0.860557097918
507,-0.339438738956
508,-0.855336399028
509,-0.622388348851
510,-0.309956474466
511,-0.388014639679
512,-0.534464920056
513,-0.496145709133
514,0.109627686008
515,-0.727607460343
516,-0.5887302991
517,-0.363083476316
518,-0.563362017365
519,-0.332050969252
520,-0.772958310869
521,-0.240631036634
522,-0.805373211712
523,-0.472738773004
524,-0.441760934682
525,-0.540274308091
526,-0.35720105977
527,-0.519374469669
528,-0.624351117561
529,-0.618251758432
530,-0.782581943317
531,-0.560424601574
532,-0.598602661603
533,-0.237179531523
534,-0.733130673452
535,-1.22582395568
536,-0.602243002602
537,-0.641289484893
538,-1.17994506549
539,-1.01820176896
540,-0.837584032544
541,-0.38799686992
542,-0.529776503436
543,-1.25122069283
544,-0.508932974022
545,-0.34843092228
546,-0.501175595241
547,-0.602258075973
548,-0.626865315301
549,-0.1430384511
550,-0.233404319983
551,-0.639227887693
552,-1.16040185518
553,-0.29596540312
554,-0.430837545469
555,-0.754272923027
556,-1.2112631472
557,-1.0971575029
558,-0.632686767917
559,-0.0389284585249
560,0.0868351927911
561,-0.835335764456
562,-0.551894057562
563,-0.658937627892
564,-0.757958475866
565,-0.528377214807
566,-0.345309682804
567,-0.0187158517152
568,-0.694375861553
569,-0.150169005435
570,-0.550030236756
571,-0.773161713682
572,-0.726863392131
573,-1.23122680283
574,-0.73354306227
575,-0.712098302148
576,0.0255839639019
577,-0.362492516821
578,-0.440064693805
579,-0.561875066459
580,-0.519477275478
581,-0.954954591711
582,-0.112201792256
583,-0.659202803454
584,-0.170199358444
585,-0.462093819526
586,-0.640366936188
587,-0.682668018592
588,-0.621612040127
589,-0.332405609289
590,-0.160805464215
591,-0.603520937319
592,-0.276109853176
593,-0.488532362103
594,-0.534860603306
595,-1.09763502078
596,-0.837151682504
597,-0.672226151127
598,-0.324137505047
599,-1.19244154112
600,-1.13685072716
601,-0.497578843996
602,-1.00749596818
603,-0.528526754299
604,-0.632440347617
605,-0.923898983986
606,-0.895850542239
607,-0.764573201973
608,-0.142538632565
609,-1.21421804412
610,-0.918828386808
611,-0.384065529335
612,-0.247310296505
613,-0.384268110937
614,-0.712921259205
615,-0.699483767252
616,-0.518398190261
617,-0.579762731511
618,-0.338884335652
619,-0.723902999607
620,-0.144141867508
621,-0.973246021981
622,-0.814118871706
623,-0.501947465447
624,-0.759092151777
625,-0.700618595196
626,-0.559942699838
627,-0.447376311034
628,-0.0232575730016
629,-0.29662495948
630,-0.329722792424
631,-0.477355318945
632,-0.342554685362
633,-0.812746732969
634,-1.04608120427
635,-0.650621741426
636,-0.522323278005
637,-0.460379273069
638,-0.505472554722
639,-0.353243774728
640,-0.956703122992
641,-1.22047865717
642,-0.46346317849
643,-0.907182885781
644,-0.251308968124
645,-0.759686132815
646,-0.828950547463
647,-0.991067717475
648,-0.759858101573
649,-0.586470466953
650,-0.199423000999
651,-0.844833989039
652,-0.458637292237
653,-0.839515851248
654,0.0686795707869
655,-0.289155382803
656,-0.685752811822
657,-0.595234352234
658,-0.803243259794
659,-0.198753844593
660,-0.864201782288
661,-0.606091769062
662,-0.597485811023
663,-0.417994617131
664,-0.843950502039
665,-1.00962245907
666,-0.834608171659
667,-0.534846793724
668,0.0247181569375
669,0.107212434634
670,-0.5079728715
671,-0.462711859959
672,-0.761575680488
673,-0.0317648217843
674,-0.68248452058
675,-0.970824358328
676,-0.884082409617
677,-0.610927765054
678,-1.02356037807
679,-0.443325932633
680,-0.0579532309605
681,-0.79957699119
682,-1.00177088266
683,-0.587850706167
684,-1.05341389626
685,0.084493633978
686,-0.356577795414
687,-0.40240301599
688,-0.608111092122
689,-0.748077717433
690,-0.806884314289
691,0.177916381083
692,-1.30242263764
693,-0.943606813252
694,-0.328646069133
695,-0.724562686159
696,-0.768390859595
697,0.155482422331
698,-0.0868480237192
699,-0.548294432251
700,-1.39048103742
701,-0.419470478257
702,-0.625747668621
703,-1.22849412546
704,-0.34338762064
705,-0.214756845305
706,-0.864129338378
707,-0.652816665501
708,-0.409643398309
709,-0.795728332439
710,-0.503740764649
711,-0.514220395476
712,-0.95142072868
713,-0.795873540245
714,0.0675902473655
715,-0.528468863704
716,-0.699833037846
717,-0.360515081942
718,-0.336018768226
719,-0.480995258128
720,-0.46913087101
721,-0.57819646835
722,-0.213729721004
723,-0.781853766233
724,-0.646477548284
725,-0.815528039603
726,-1.13823030298
727,-0.0421057691801
728,-0.718786552714
729,-0.846150250671
730,-0.608591917646
731,-0.528068622908
732,-0.51870937519
733,-1.38754175595
734,-0.370138457016
735,-0.684389630269
736,-0.442432757143
737,-0.314187485473
738,-0.628971963711
739,-0.393564753664
740,-0.684966715316
741,-0.557672170334
742,-0.543903888076
743,-0.94619398764
744,0.0958562890195
745,-0.274285658641
746,-0.457163142312
747,-0.0384414587821
748,-0.973079384004
749,-0.228498420126
750,-0.0869407144245
751,-0.654347664552
752,-0.767688505258
753,-0.607046615251
754,-0.628292539543
755,-0.601732919096
756,-0.600139839282
757,-0.273864232872
758,-0.296120468251
759,-0.650546461674
760,-0.270029612738
761,-0.867696966014
762,-0.000735841314517
763,-0.623363458687
764,-0.873374743802
765,-0.610175522329
766,-0.40521858518
767,-0.674948806594
768,-0.632428896679
769,-0.934740911543
770,-0.54941053203
771,-0.116375382133
772,-0.185878501895
773,-0.642930158598
774,-0.496527559903
775,-0.999888753886
776,-0.0133713806859
777,-0.841038690781
778,-0.446618893449
779,-0.558615281359
780,-0.487398016431
781,-1.01092915455
782,-0.17353570564
783,-0.60373618283
784,-0.602895697638
785,-0.64146233849
786,-0.520655778644
787,-1.19842192305
788,0.0630919930524
789,-0.744316086027
790,-0.419329202386
791,-0.0762820586425
792,-0.209473710919
793,-0.276009979352
794,-1.05704300938
795,-0.163370698751
796,-0.461755621481
797,-0.101787923911
798,-0.943279047116
799,-0.805251731127
