,0
0,0.550446424693
1,0.320293019647
2,0.497650913259
3,-0.050258818472
4,-0.0503071661673
5,0.677142050127
6,-0.0434126561893
7,0.573731155986
8,-0.0399018706568
9,-0.720265297231
10,-0.0577701725675
11,0.316750359529
12,-0.395736191957
13,-2.06453047229
14,-0.69360113075
15,-1.11292530692
16,-0.815242538313
17,-0.597709566954
18,-0.975574456636
19,-0.467673062936
20,2.92789815696
21,-1.12523133128
22,-0.00568569545178
23,-0.0599319639553
24,-0.0610720910532
25,-1.88998944403
26,-0.582537585793
27,-0.0310803347184
28,0.58212040433
29,-0.0314237763973
30,0.683684185628
31,0.739492978939
32,-0.0527410430819
33,-0.0885395537124
34,-0.031947496465
35,0.689840043039
36,0.2317087883
37,-1.99276796984
38,-0.0435132707356
39,-0.34938502959
40,0.779879712784
41,-0.65936914015
42,2.27446267803
43,-0.0594944465098
44,-0.171627276373
45,-0.049461501867
46,3.332247312
47,-0.706875795241
48,-0.0925429588513
49,-0.0500294238015
50,0.206453431893
51,-0.753969647143
52,-1.63832860459
53,0.415094481144
54,-0.0374568251765
55,-1.71463498084
56,-0.346962031701
57,-0.601131500637
58,-0.114638610222
59,-0.0550040726807
60,-1.51416092118
61,-0.846955918814
62,-0.272305899918
63,1.51416326158
64,-0.745931938922
65,-1.45376791453
66,0.383720145319
67,3.08495628423
68,-0.0467108236417
69,0.172793925577
70,-0.15196071004
71,0.732102196728
72,-0.390298850333
73,-0.311562573688
74,-0.613304921807
75,-0.0485090054372
76,1.9768111328
77,-0.0400473987016
78,-0.202572709105
79,0.660696048239
80,0.176790159016
81,-0.111219438763
82,-1.02143457333
83,-0.0523013872805
84,0.0606368530099
85,-0.0564404601228
86,-0.77638399282
87,-0.236750527463
88,0.211385771008
89,1.4787221222
90,-0.027350267102
91,0.625218794809
92,-0.774588690227
93,-0.709175347548
94,-0.0300170308724
95,-0.887748958117
96,0.492323426937
97,-0.686207055334
98,-1.22312218229
99,-1.24508612546
100,-0.491913496264
101,-0.0198352610256
102,-0.0587574421292
103,-0.114849020872
104,-0.397443565892
105,-0.551988481624
106,0.161693492956
107,0.869389497893
108,1.90329750931
109,1.25250015464
110,1.29729100225
111,-0.0145892830647
112,-0.0494450808547
113,-0.0369020299438
114,0.308384445301
115,-0.0241600764798
116,-0.0302280946984
117,-0.0686456302962
118,-0.639107372688
119,-0.038569066633
120,-0.459874889675
121,0.959258987454
122,0.315013327763
123,-0.978925302602
124,-0.62256457521
125,-0.0617613413013
126,-0.0673543311384
127,0.182470700738
128,-1.225731593
129,-0.070706880603
130,-1.86549247255
131,-1.57821157207
132,-0.0665493468442
133,-0.518008044829
134,-0.0455620852841
135,-1.13715582198
136,-0.0469793756795
137,-0.0599504906708
138,-0.066842377055
139,2.23491165122
140,-0.0113178461202
141,-0.850128862954
142,1.21227284445
143,-0.0446322283329
144,-0.100809812747
145,0.726390906004
146,-0.0238089788027
147,-0.149083320501
148,3.27501689689
149,0.813406309502
150,-1.45311011148
151,-1.01505741146
152,-1.41547214541
153,0.130371461674
154,-0.0723073417322
155,-0.069765423663
156,-0.0503655477564
157,-0.828830409513
158,-0.00467343505415
159,-1.35567162583
160,-0.404262487897
161,-0.0338845764261
162,-0.0401135937903
163,-0.220266130787
164,0.668307314702
165,-0.0460257974617
166,-0.654857723419
167,-0.502448746962
168,-0.0924507463484
169,-0.0468069121897
170,-0.0958338742574
171,-0.0509269657836
172,-2.01633762344
173,0.397193845072
174,-1.19197330916
175,-0.335963452582
176,-0.575426218765
177,-0.539740637955
178,-0.0828269820257
179,-0.645937811149
180,-1.37506030516
181,-1.62213713626
182,-0.0656860909911
183,-1.75033085172
184,1.23464251346
185,-0.0437103597838
186,-0.954592340633
187,0.0486674999734
188,-0.386444623776
189,0.212995759482
190,-1.02139508393
191,-0.0513149721951
192,-0.918098588085
193,-0.0563691466188
194,-0.0811657846549
195,-0.566338216468
196,-0.0544323835813
197,-0.946907769606
198,-0.0287213610575
199,-0.0373392284272
